accessed,archived_url,evidence_tier,publisher,source_id,title,url
2026-08-21,,A,Australian Bureau of Statistics,bg_abs_cvs,"Crime Victimisation, Australia, 2024-25 — household break-in prevalence",https://www.abs.gov.au/statistics/people/crime-and-justice/crime-victimisation/latest-release
2026-08-21,,A,Australian Bureau of Statistics,bg_abs_rcv,"Recorded Crime — Victims, 2024 (Unlawful Entry With Intent; no national rate published)",https://www.abs.gov.au/statistics/people/crime-and-justice/recorded-crime-victims/latest-release
2026-08-21,,A,Office for National Statistics,bg_ons_burglary,"Overview of burglary and other household theft, England and Wales (CSEW)",https://www.ons.gov.uk/peoplepopulationandcommunity/crimeandjustice/articles/overviewofburglaryandotherhouseholdtheft/englandandwales
2026-08-21,,A,Office for National Statistics,bg_ons_cew25,"Crime in England and Wales, year ending December 2025",https://www.ons.gov.uk/peoplepopulationandcommunity/crimeandjustice/bulletins/crimeinenglandandwales/yearendingdecember2025
2026-08-21,,A,National Police Agency (Japan),bg_npa_jp,令和6年の犯罪情勢 (Crime Situation in 2024) — 侵入犯罪 intrusion crime,https://www.npa.go.jp/publications/statistics/kikakubunseki/r6_jyosei.pdf
2026-08-21,,A,Australian Bureau of Statistics,bg_anzsoc,"ANZSOC 2023, group 061 — 'home invasion' appears only as an INCLUSION TERM under 0611 Aggravated burglary of a dwelling and 0612 Non-aggravated burglary of a dwelling",https://www.abs.gov.au/statistics/classifications/australian-and-new-zealand-standard-offence-classification-anzsoc/2023/06/061
2026-08-21,,A,Michigan State Police,bg_micr_manual,Michigan Incident Crime Reporting (MICR) Manual — burglary codes 22001/22002/22003; no home-invasion code,https://www.michigan.gov/msp/-/media/Project/Websites/msp/micr-assets/MICR-Manual_1130.pdf
2026-08-21,,A,Michigan State Police,bg_micr_2022,Crime in Michigan 2022 (MICR annual report) — burglary reported under 22001/22002/22003,https://www.michigan.gov/msp/-/media/Project/Websites/msp/micr-assets/2022/MICR-Annual-Report-2022.pdf
2026-08-21,,A,Office for National Statistics,bg_ons_athome,Overview of burglary and other household theft (20 July 2017) — someone was at home in over half of domestic burglaries where the offender gained entry,https://www.ons.gov.uk/peoplepopulationandcommunity/crimeandjustice/articles/overviewofburglaryandotherhouseholdtheft/englandandwales
2026-08-21,,A,Crime Statistics Agency Victoria,bg_csa_vic_stale,"Recorded offences, year ending March 2026 — burglary/break and enter published; no home-invasion or aggravated-burglary count in the release text",https://www.crimestatistics.vic.gov.au/media-centre/media-releases/media-release-adult-offending-increases-as-youth-offending-decreases
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_p23st,"Prisoners in 2023 – Statistical Tables (Sept 2025, NCJ 310197) — the most recent in the series",https://bjs.ojp.gov/document/p23st.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_p19,"Prisoners in 2019 (Oct 2020, NCJ 255115) — carries the revised 2009–2012 counts",https://bjs.ojp.gov/content/pub/pdf/p19.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_p09,"Prisoners in 2009 (Dec 2010, NCJ 231675) — the 2000–2008 annual series",https://bjs.ojp.gov/content/pub/pdf/p09.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_p00,"Prisoners in 2000 (Aug 2001, NCJ 188207) — the 1999 count",https://bjs.ojp.gov/content/pub/pdf/p00.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_p20st,"Prisoners in 2020 – Statistical Tables (Dec 2021, NCJ 302776) — states the COVID mechanism",https://bjs.ojp.gov/content/pub/pdf/p20st.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_p16,"Prisoners in 2016 (Jan 2018, NCJ 251149), Table 16 — the LAST prison capacity table BJS published",https://bjs.ojp.gov/content/pub/pdf/p16.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_ji23st,"Jail Inmates in 2023 – Statistical Tables (Apr 2025, NCJ 309965)",https://bjs.ojp.gov/document/ji23st.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_ji19,"Jail Inmates in 2019 (Mar 2021, NCJ 255608) — 2019 is a Census of Jails year, not a survey year",https://bjs.ojp.gov/content/pub/pdf/ji19.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_jim09,"Jail Inmates at Midyear 2009 – Statistical Tables (Jun 2010, NCJ 230122)",https://bjs.ojp.gov/content/pub/pdf/jim09st.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_pjim00,"Prison and Jail Inmates at Midyear 2000 (Mar 2001, NCJ 185989)",https://bjs.ojp.gov/content/pub/pdf/pjim00.pdf
2026-08-22,,B,Bureau of Justice Statistics,inc_bjs_pdrj24,"Jails Report Series: 2024 Preliminary Data Release (Dec 2025) — PRELIMINARY, may be revised",https://bjs.ojp.gov/library/publications/jails-report-series-2024-preliminary-data-release/web-report
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_cpus23,"Correctional Populations in the United States, 2023 – Statistical Tables (Sept 2025, NCJ 310413)",https://bjs.ojp.gov/document/cpus23st.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_cpus13,"Correctional Populations in the United States, 2013, Appendix Table 5 (Dec 2014, NCJ 248479)",https://bjs.ojp.gov/content/pub/pdf/cpus13.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_facilities19,"Census of State and Federal Adult Correctional Facilities, 2019 (Nov 2021, NCJ 301366)",https://bjs.ojp.gov/content/pub/pdf/csfacf19st.pdf
2026-08-22,,A,Bureau of Justice Statistics,inc_bjs_forthcoming,"BJS forthcoming publications — 'Prisoners in 2024 – Statistical Tables' listed for Q3 2026, unpublished as of 22 Aug 2026",https://bjs.ojp.gov/library/publications/forthcoming
2026-08-22,,B,"World Prison Brief (Institute for Crime & Justice Policy Research, Birkbeck)",inc_wpb_rank,Highest to Lowest — Prison Population Rate (the ranking page carries NO reference-date column),https://www.prisonstudies.org/highest-to-lowest/prison_population_rate
2026-08-22,,B,World Prison Brief,inc_wpb_us,"United States of America — 542 per 100,000 (2023); total built from jails, state and federal prisons",https://www.prisonstudies.org/country/united-states-america
2026-08-22,,B,World Prison Brief,inc_wpb_china,"China — sentenced prisoners in Ministry of Justice prisons only; WPB's own estimate is 'at least 2,340,000'",https://www.prisonstudies.org/country/china
2026-08-22,,A,Institute for Crime & Justice Policy Research,inc_wppl,World Prison Population List — 'The information does not relate to the same date',https://www.prisonstudies.org/sites/default/files/publications/wppl_10.pdf
2026-08-22,,A,Council of Europe / University of Lausanne,inc_space_i,"SPACE I 2025 key findings — one uniform reference date (31 Jan 2025), 100% response across 51 prison administrations",https://wp.unil.ch/space/files/2026/06/260626_key-findings-space-i_prisons-europe-2025.pdf
2026-08-22,,A,UNODC,inc_unodc_prisons,"UNODC data portal, prison capacity and persons held — LIVE, but the legacy dataunodc.un.org/dp-prisons URLs now redirect to the site root",https://data.unodc.org/datareport/prison-capacity
2026-08-22,,B,Vera Institute of Justice,inc_vera_2024,People in Jail and Prison in 2024 — 40 states increased prison populations between fall 2022 and spring 2024,https://vera-institute.files.svdcdn.com/production/downloads/publications/People-in-Jail-and-Prison-in-2024-Full-Reportpdf.pdf
2026-08-22,,A,"Schizophrenia Research (Shoham, Cooper, Lewis, Bebbington, McManus)",an_apms_trends,Temporal trends in psychotic symptoms: repeated cross-sectional surveys of the population in England 2000–14,https://openaccess.city.ac.uk/id/eprint/25570/8/APMS%20Psychotic%20Symptoms%20Temporal%20trends%206.8.20.pdf
2026-08-22,,A,NHS England / Adult Psychiatric Morbidity Survey,an_apms_2324,"Survey of Mental Health and Wellbeing, England 2023/24 — psychotic disorder chapter (the PSQ screen-positive rate is no longer reported as an outcome)",https://digital.nhs.uk/data-and-information/publications/statistical/adult-psychiatric-morbidity-survey/survey-of-mental-health-and-wellbeing-england-2023-24/psychotic-disorder
2026-08-22,,A,Bebbington & Nayani,an_psq,"Psychosis Screening Questionnaire — the instrument, unchanged across APMS waves",https://nccred.org.au/uploads/documents/Psychosis-screening-questionnaire.pdf
2026-08-22,,B,Chapman University Survey of American Fears,an_chapman_2018,Paranormal America 2018 — 'Places can be haunted by spirits',http://blogs.chapman.edu/wilkinson/2018/10/16/paranormal-america-2018/
2026-08-22,,B,Chapman University Survey of American Fears,an_chapman_2021,"Wave 7, fielded 5–15 January 2021 — the last paranormal battery published",https://blogs.chapman.edu/wilkinson/2021/10/14/government-corruption-fear-for-loved-ones-civil-unrest-top/
2026-08-22,,B,Gallup,an_gallup_2025,Paranormal phenomena met with skepticism (fieldwork 1–18 May 2025) — 'largely unchanged' since 2001,https://news.gallup.com/poll/692738/paranormal-phenomena-met-skepticism.aspx
2026-08-22,,B,Gallup,an_gallup_2005,"Three in four Americans believe in the paranormal (1990, 2001, 2005 series)",https://news.gallup.com/poll/16915/three-four-americans-believe-paranormal.aspx
2026-08-22,,A,Pew Research Center,an_pew_mode,Spiritual experiences (2023) — Pew states its telephone-era and online-era readings may not be comparable,https://www.pewresearch.org/religion/2023/12/07/spiritual-experiences/
2026-08-22,,B,YouGov,an_yougov_2025,"Most Americans say they have experienced at least one paranormal event (Oct 2025) — 60%, down from 67% in 2022",https://yougov.com/en-us/articles/53258-most-americans-say-they-have-experienced-at-least-one-paranormal-event
2026-08-22,,A,All-domain Anomaly Resolution Office (AARO),an_aaro_fy25,FY2025 Consolidated Annual Report on UAP,https://www.aaro.mil/Portals/136/PDFs/FY25%20UAP%20Annual%20Report/AARO_FY2025_Consolidated_Annual_Report_on_UAP.pdf
2026-08-22,,A,All-domain Anomaly Resolution Office (AARO),an_aaro_fy24,FY2024 Consolidated Annual Report on UAP — records the FAA now reporting weekly,https://media.defense.gov/2024/Nov/14/2003583603/-1/-1/0/FY24-CONSOLIDATED-ANNUAL-REPORT-ON-UAP-508.PDF
2026-08-22,,A,Office of the Director of National Intelligence,an_odni_2022,2022 Annual Report on UAP — attributes the increase partly to 'reduced stigma surrounding UAP reporting',https://archive.dni.gov/files/ODNI/documents/assessments/Unclassified-2022-Annual-Report-UAP.pdf
2026-08-22,,A,SAMHSA / NCBI,an_nsduh_methods,NSDUH instrument comparison — no hallucination or voice-hearing items in the questions asked of all respondents,https://www.ncbi.nlm.nih.gov/books/NBK390286/
2026-08-22,,C,"Sapien Labs, Global Mind Project",an_sapien_2025,Global Mind Health in 2025 — an anonymous annual instrument whose 47 items include 'Hallucinations' and 'Sense of being detached from reality',https://sapienlabs.org/wp-content/uploads/2026/02/Global-Mind-Health-in-2025-Report.pdf
2026-08-22,,A,"CDC, Youth Risk Behavior Survey",an_yrbs_trend,"YRBS Data Summary & Trends Report 2013–2023 — anonymous, in-school, unchanged wording",https://www.cdc.gov/yrbs/dstr/pdf/YRBS-2023-Data-Summary-Trend-Report.pdf
