geography,indicator_id,note,publisher,source_id,tier,unit,value,workstream,year
US,homicide_clearance_rate,'A sharp drop to 54% occurred in 2020.' Independently corroborated by the Murder Accountability Project citing the FBI. The clearance rate fell in the same year murders rose 29.4% - both numerator and denominator moved.,"Cook & Mancik, Annual Review of Criminology",cs012,A,percent cleared,54,W1,2020
US,homicide_clearance_rate,"MAP: 'the lowest national clearance rate ever reported by the FBI.' Tier B - single secondary source, though MAP is the specialist body on this measure. Note 2022 is a NIBRS-transition-affected year.","Murder Accountability Project, citing FBI CJIS",cs035,B,percent cleared,52.3,W1,2022
US,homicide_clearance_rate,Tier B. Published 2025-10-09.,"Murder Accountability Project, citing FBI CJIS",cs036,B,percent cleared,57.8,W1,2023
US,homicide_clearance_rate,Tier B. Coincidentally identical to the 2019 figure. MAP: '61.4 percent of homicides in 2024 were either cleared through the arrest of offenders or through special circumstances.',"Murder Accountability Project, citing FBI CJIS",cs036,B,percent cleared,61.4,W1,2024
US,murder_pct_increase_2019_2020,"THE headline 2020 figure. FBI, released 2021-09-27: 'the volume of murder and nonnegligent manslaughter offenses increased 29.4 percent.' Computed on the REVISED 2019 base of 16,669, not the 16,425 originally published.",FBI,cs029,A,percent increase in volume,29.4,W1,2020
US,nibrs_agencies_not_reporting,"7,287 agencies did not report; 11,531 did. Roughly 40% of agencies nationwide missing. Published 2022-06-14. Tier B - the FBI does not publish a non-reporter count.",The Marshall Project,cs038,B,agencies,7287,W1,2021
US,nibrs_agencies_reporting,"THE KEY FBI ADMISSION. Verbatim: 'Despite more than 11,500 law enforcement agencies submitting NIBRS data for 2021, participation remained below a statistically acceptable level to be nationally representative for trending analyses.'",FBI (Crime Data Explorer FAQ),cs003,A,agencies (more than),11500,W1,2021
US,nibrs_agencies_reporting,"15,724 of 18,884 eligible agencies. Split: 13,293 via NIBRS (covering 256M+ inhabitants) and 2,431 non-transitioned agencies via SRS (covering 55,441,278). The FBI REOPENED SRS for 2022 after the 2021 collapse.",FBI,cs031,A,agencies,15724,W1,2022
US,nibrs_agency_participation_pct,BJS: '67.9% of all crime-reporting law enforcement agencies were reporting to NIBRS.',Bureau of Justice Statistics,cs002,A,percent of crime-reporting agencies,67.9,W1,2021
US,nibrs_population_coverage_pct,BJS: 'covering 65.7% of the U.S. population.' Compare to 96.2% for 2025.,Bureau of Justice Statistics,cs002,A,percent of US population,65.7,W1,2021
US,nibrs_population_coverage_pct,Up from 65.7% in 2021 - the recovery was driven by readmitting SRS submissions.,FBI,cs031,A,percent of US population,93.5,W1,2022
US,rtci_ytd_murder_pct_change,Independent of the CCJ sample and agreeing closely with it.,Real-Time Crime Index,cs_rtci_2026,B,"% change, Jan-Apr 2026 vs 2025, 566 agencies / ~119M people",-18.7,W1-YTD,2026
US,ucr_agencies_reporting,"'16,675 law enforcement agencies ... represent 86.3% of agencies actively enrolled in the FBI's UCR Program and cover a combined population of 325,100,512 (95.6%).'",FBI (Crime Data Explorer),cs005,A,agencies,16675,W1,2024
US,ucr_agencies_reporting,"Covering 328,918,006 inhabitants. FBI also notes 'every city agency covering a population of 1,000,000 or more inhabitants' provided complete annual data - a direct contrast with 2021.","FBI (Crime Data Explorer, UCR Summary 2025)",cs006,A,agencies,17075,W1,2025
US,ucr_population_coverage_pct,Confirmed in the FBI 2024 press release.,FBI (Crime Data Explorer),cs005,A,percent of US population,95.6,W1,2024
US,ucr_population_coverage_pct,"'More than 17,000 ... agencies, covering a combined population of 96.2% inhabitants.' Highest coverage in the fetched record; 2021 was 65.7%.",FBI,cs033,A,percent of US population,96.2,W1,2025
US,nibrs_intimidation_estimated_offenses,"BJS NIBRS National Estimates, 'final' version. SE 15,799.81; 95% bounds 663,589–937,146. Weighted up from reported data covering 77.52% of US population.",Bureau of Justice Statistics,cs043,A,estimated offenses (national),800367.58,W2,2022
US,nibrs_intimidation_estimated_offenses,"'final'. SE 26,869.05; bounds 800,212–930,205. pop_cov 84.09%.",Bureau of Justice Statistics,cs043,A,estimated offenses (national),865208.53,W2,2023
US,nibrs_intimidation_estimated_offenses,"'initial' (provisional) version — will be revised. SE 24,202.17; bounds 805,963–903,711. pop_cov 86.64%.",Bureau of Justice Statistics,cs043,B,estimated offenses (national),854837.31,W2,2024
US,nibrs_intimidation_reported_offenses_unweighted,"Raw NIBRS count underlying the estimate; 11,243 agencies contributed to this indicator. NOT comparable across years without the coverage figure.",Bureau of Justice Statistics,cs043,A,offenses actually reported by participating agencies,574287,W2,2022
US,nibrs_intimidation_reported_offenses_unweighted,"11,716 agencies. The +26% jump vs 2022 is largely more agencies reporting, not more intimidation: the weighted estimate rose only 8%.",Bureau of Justice Statistics,cs043,A,offenses actually reported by participating agencies,725984,W2,2023
US,nibrs_intimidation_reported_offenses_unweighted,"11,885 agencies. Initial/provisional.",Bureau of Justice Statistics,cs043,B,offenses actually reported by participating agencies,741547,W2,2024
US,nibrs_intimidation_estimation_pop_coverage,pop_cov field in BJS estimation file.,Bureau of Justice Statistics,cs043,A,proportion of US population covered,0.775214601384366,W2,2022
US,nibrs_intimidation_estimation_pop_coverage,pop_cov field.,Bureau of Justice Statistics,cs043,A,proportion of US population covered,0.8409,W2,2023
US,nibrs_intimidation_estimation_pop_coverage,"pop_cov field, initial version.",Bureau of Justice Statistics,cs043,B,proportion of US population covered,0.8664,W2,2024
US,nibrs_intimidation_estimated_offenses_original_vintage,"ARCHIVE (original 2022 estimate before revision). Unweighted 554,962; 10,673 agencies; pop_cov 77.75%. Shows the same year restated from 756k to 800k — cite the vintage.",Bureau of Justice Statistics,cs044,A,estimated offenses (national),756367.08,W2,2022
US,nibrs_intimidation_estimated_offenses_original_vintage,"ARCHIVE original 2023 estimate. Unweighted 701,623; 11,489 agencies; pop_cov 82.63%.",Bureau of Justice Statistics,cs044,A,estimated offenses (national),851453.25,W2,2023
US,nibrs_simple_assault_estimated_offenses,"Context for #4. Unweighted 2,108,628; 12,908 agencies.",Bureau of Justice Statistics,cs043,A,estimated offenses (national),2790883.26,W2,2022
US,nibrs_simple_assault_estimated_offenses,"Unweighted 2,315,462; 13,349 agencies.",Bureau of Justice Statistics,cs043,A,estimated offenses (national),2748269.5,W2,2023
US,nibrs_simple_assault_estimated_offenses,"Initial. Unweighted 2,341,508; 13,489 agencies.",Bureau of Justice Statistics,cs043,B,estimated offenses (national),2730898.46,W2,2024
US,nibrs_agencies_submitting,'36.1 percent of all law enforcement agencies that participate in the UCR Program'; covered more than 96 million inhabitants.,FBI UCR Program,cs045,A,law enforcement agencies,6648,W2,2015
US,nibrs_agencies_submitting,37.1% of UCR-participating agencies; coverage of more than 100 million inhabitants.,FBI UCR Program,cs046,A,law enforcement agencies,6849,W2,2016
US,nibrs_agencies_submitting,'jurisdictions covered more than 105.6 million U.S. inhabitants'; 42.0% of UCR agencies.,FBI UCR Program,cs047,A,law enforcement agencies,6998,W2,2017
US,nibrs_agencies_submitting,"'covered more than 117.1 million U.S. inhabitants'; 43.7% of the 16,659 agencies submitting to UCR.",FBI UCR Program,cs048,A,law enforcement agencies,7283,W2,2018
US,nibrs_agencies_submitting,"'more than 146.5 million U.S. inhabitants'; 51.3 percent of the 16,551 UCR agencies. ~44% of US population.",FBI UCR Program,cs049,A,law enforcement agencies,8497,W2,2019
US,nibrs_agencies_submitting,"'NIBRS data was submitted by 13,293 law enforcement agencies whose jurisdictions covered more than 256 million United States inhabitants.' Separately 15,724 agencies submitted NIBRS+SRS covering 93.5% of population.",FBI,cs031,A,law enforcement agencies,13293,W2,2022
US,nibrs_agencies_submitting,"DERIVED, not printed: 2024 report states 14,601 agencies, 'an increase of 562 agencies compared to 2023'.",FBI UCR Program,cs005,B,law enforcement agencies,14039,W2,2023
US,nibrs_agencies_submitting,"Population covered 296,527,998 = 87.2% of US population.",FBI UCR Program,cs005,A,law enforcement agencies,14601,W2,2024
US,nibrs_agencies_submitting,"Population covered 305,977,619 = 89.5% of US population; 77.2% of enrolled agencies. +498 agencies vs 2024.",FBI UCR Program,cs006,A,law enforcement agencies,15099,W2,2025
US,nibrs_population_covered,87.2% of US population.,FBI UCR Program,cs005,A,persons,296527998,W2,2024
US,nibrs_population_covered,89.5% of US population.,FBI UCR Program,cs006,A,persons,305977619,W2,2025
US,svs_stalking_victims_12mo,"Stalking Victimization in the United States, NCJ 224527, Jan 2009. ~14 per 1,000 persons 18+. NOT comparable to 2016/2019.",Bureau of Justice Statistics,cs050,A,persons age 18 or older,3424100,W2,2006
US,svs_harassment_victims_12mo,"~10 per 1,000 persons 18+. Harassment = same course of conduct as stalking but victim did not report fear. This is the ONLY national harassment prevalence estimate BJS has ever published; the category was dropped in 2016.",Bureau of Justice Statistics,cs050,A,persons age 18 or older,2432930,W2,2006
US,svs_stalking_prevalence_pct,"Stalking Victimization, 2016, NCJ 253526, April 2021. 3.8 million persons. 'Due to these changes, estimates from the 2016 SVS cannot be compared to estimates from the 2006 SVS.' Age floor lowered 18→16; instrument redesigned.",Bureau of Justice Statistics,cs051,A,percent of persons age 16 or older,1.5,W2,2016
US,svs_stalking_victims_12mo,Rounded as published.,Bureau of Justice Statistics,cs051,A,persons age 16 or older,3800000,W2,2016
US,svs_stalking_prevalence_pct,"Stalking Victimization, 2019. 'an estimated 1.3% (3.4 million) of all U.S. residents age 16 or older were victims of stalking'. 'Minor instrument revisions were made for the 2019 SVS, so estimates from the 2019 SVS can be compared to estimates from the 2016 SVS.'",Bureau of Justice Statistics,cs052,A,percent of persons age 16 or older,1.3,W2,2019
US,svs_stalking_victims_12mo,"Coincidentally near-identical to the 2006 figure (3,424,100) but measuring a different population and definition — do NOT plot them on one line.",Bureau of Justice Statistics,cs052,A,persons age 16 or older,3400000,W2,2019
US,pew_online_harassment_any_pct,"Fielded May 30 – June 30, 2014. Tier B: reputable non-governmental survey research, not an official statistical agency.",Pew Research Center,cs053,B,percent of US adults ever experiencing any online harassment,35,W2,2014
US,pew_online_harassment_any_pct,"Fielded January 9–23, 2017.",Pew Research Center,cs053,B,percent of US adults,41,W2,2017
US,pew_online_harassment_any_pct,"Fielded September 8–13, 2020, n=10,093, American Trends Panel. Published January 13, 2021. This is the most recent Pew wave — there is no 2024/2025 update.",Pew Research Center,cs053,B,percent of US adults,41,W2,2020
US,pew_online_harassment_severe_pct,"'More severe' = physical threats, stalking, sexual harassment, or sustained harassment.",Pew Research Center,cs053,B,percent of US adults experiencing 'more severe' online harassment,15,W2,2014
US,pew_online_harassment_severe_pct,,Pew Research Center,cs053,B,percent of US adults,18,W2,2017
US,pew_online_harassment_severe_pct,Headline finding: overall prevalence flat 2017→2020 but severity rose 18%→25%.,Pew Research Center,cs053,B,percent of US adults,25,W2,2020
US,pew_online_stalking_pct,"13% women, 9% men. Behaviour-level splits for 2014/2017 not published in comparable form.",Pew Research Center,cs054,B,percent of US adults reporting being stalked online,11,W2,2020
US,pew_online_physical_threats_pct,"16% men, 11% women.",Pew Research Center,cs054,B,percent of US adults,14,W2,2020
US,pew_online_name_calling_pct,"Offensive name-calling: 35% men, 26% women.",Pew Research Center,cs054,B,percent of US adults,31,W2,2020
US,pew_online_sexual_harassment_pct,"16% women, 5% men.",Pew Research Center,cs054,B,percent of US adults,11,W2,2020
US,ncic_missing_person_records_entered,"Reported as the prior-year comparison inside the 2015 report, not fetched from the 2014 report itself.",FBI CJIS,cs055,B,records entered,634155,W2,2014
US,ncic_missing_person_records_entered,"'an increase of .1% from the 634,155 records entered in 2014'.",FBI CJIS,cs055,A,records entered,634908,W2,2015
US,ncic_missing_person_records_entered,,FBI CJIS,cs056,A,records entered,647435,W2,2016
US,ncic_missing_person_records_entered,Series peak in the 2015–2025 window.,FBI CJIS,cs057,A,records entered,651226,W2,2017
US,ncic_missing_person_records_entered,,FBI CJIS,cs058,A,records entered,612846,W2,2018
US,ncic_missing_person_records_entered,,FBI CJIS,cs059,A,records entered,609275,W2,2019
US,ncic_missing_person_records_entered,Sharp COVID-year drop of ~11%.,FBI CJIS,cs060,A,records entered,543018,W2,2020
US,ncic_missing_person_records_entered,,FBI CJIS,cs061,A,records entered,546568,W2,2022
US,ncic_missing_person_records_entered,,FBI CJIS,cs062,A,records entered,563389,W2,2023
US,ncic_missing_person_records_entered,Note the report title changes in 2024 to 'Missing and Unidentified Person Statistics'.,FBI CJIS,cs063,A,records entered,533936,W2,2024
US,ncic_missing_person_records_entered,"Lowest in the fetched series; first time below 500,000.",FBI CJIS,cs064,A,records entered,498038,W2,2025
US,ncic_missing_person_records_purged,,FBI CJIS,cs055,A,records purged (cancelled + cleared),634742,W2,2015
US,ncic_missing_person_records_purged,,FBI CJIS,cs056,A,records purged,644294,W2,2016
US,ncic_missing_person_records_purged,,FBI CJIS,cs057,A,records purged,651215,W2,2017
US,ncic_missing_person_records_purged,,FBI CJIS,cs058,A,records purged,615629,W2,2018
US,ncic_missing_person_records_purged,,FBI CJIS,cs059,A,records purged,607104,W2,2019
US,ncic_missing_person_records_purged,Purges fell far below entries in 2020 — the backlog grew.,FBI CJIS,cs060,A,records purged,480832,W2,2020
US,ncic_missing_person_records_purged,,FBI CJIS,cs061,A,records purged,543088,W2,2022
US,ncic_missing_person_records_purged,,FBI CJIS,cs062,A,records purged,563644,W2,2023
US,ncic_missing_person_records_purged,"Split: 474,366 canceled & cleared + 63,080 locates (found by an agency other than the entering agency).",FBI CJIS,cs063,A,records purged,537446,W2,2024
US,ncic_missing_person_records_purged,,FBI CJIS,cs064,A,records purged,503409,W2,2025
US,ncic_missing_person_active_year_end,,FBI CJIS,cs055,A,active records at 12/31,84961,W2,2015
US,ncic_missing_person_active_year_end,,FBI CJIS,cs056,A,active records at 12/31,88040,W2,2016
US,ncic_missing_person_active_year_end,,FBI CJIS,cs057,A,active records at 12/31,88089,W2,2017
US,ncic_missing_person_active_year_end,,FBI CJIS,cs058,A,active records at 12/31,85459,W2,2018
US,ncic_missing_person_active_year_end,,FBI CJIS,cs059,A,active records at 12/31,87438,W2,2019
US,ncic_missing_person_active_year_end,,FBI CJIS,cs060,A,active records at 12/31,89637,W2,2020
US,ncic_missing_person_active_year_end,Highest year-end backlog in the fetched series.,FBI CJIS,cs061,A,active records at 12/31,97127,W2,2022
US,ncic_missing_person_active_year_end,,FBI CJIS,cs062,A,active records at 12/31,96955,W2,2023
US,ncic_missing_person_active_year_end,"Of these, 25,493 (27%) were juveniles under 18 and 34,256 (37%) under 21.",FBI CJIS,cs063,A,active records at 12/31,93447,W2,2024
US,ncic_missing_person_active_year_end,,FBI CJIS,cs064,A,active records at 12/31,88093,W2,2025
US,ncic_unidentified_person_records_entered,Use of the Unidentified Person File is VOLUNTARY — this is an undercount by design.,FBI CJIS,cs055,A,records entered,850,W2,2015
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs056,A,records entered,894,W2,2016
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs057,A,records entered,886,W2,2017
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs058,A,records entered,801,W2,2018
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs059,A,records entered,683,W2,2019
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs060,A,records entered,800,W2,2020
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs061,A,records entered,902,W2,2022
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs062,A,records entered,882,W2,2023
US,ncic_unidentified_person_records_entered,"647 deceased (75%), 198 living (23%), 16 catastrophe victims (2%).",FBI CJIS,cs063,A,records entered,861,W2,2024
US,ncic_unidentified_person_records_entered,,FBI CJIS,cs064,A,records entered,777,W2,2025
US,ncic_unidentified_person_active_year_end,"Remarkably flat across 11 years (8,135–8,634) — the unidentified-dead backlog is essentially static.",FBI CJIS,cs055,A,active records at 12/31,8407,W2,2015
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs056,A,active records at 12/31,8431,W2,2016
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs057,A,active records at 12/31,8634,W2,2017
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs058,A,active records at 12/31,8135,W2,2018
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs059,A,active records at 12/31,8188,W2,2019
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs060,A,active records at 12/31,8284,W2,2020
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs061,A,active records at 12/31,8450,W2,2022
US,ncic_unidentified_person_active_year_end,,https://le.fbi.gov,cs062,A,active records at 12/31,8521,W2,2023
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs063,A,active records at 12/31,8546,W2,2024
US,ncic_unidentified_person_active_year_end,,FBI CJIS,cs064,A,active records at 12/31,8509,W2,2025
US,namus_missing_cases_entered,"FY2024 = Oct 1 2023 – Sep 30 2024. NamUs entry is voluntary for the public and, in most states, for law enforcement — it is a subset of NCIC, not a superset.",National Institute of Justice / NamUs,cs065,A,cases entered in fiscal year,14720,W2,2024
US,namus_missing_cases_resolved,"Cumulative resolved since inception: 48,475 missing person cases.",National Institute of Justice / NamUs,cs065,A,cases resolved in fiscal year,11661,W2,2024
US,namus_missing_cases_active,"Compare with NCIC's 93,447 active records at 12/31/2024 — NamUs holds roughly a quarter as many.",National Institute of Justice / NamUs,cs065,A,active cases at 9/30,25123,W2,2024
US,namus_unidentified_cases_entered,,National Institute of Justice / NamUs,cs065,A,cases entered in fiscal year,1584,W2,2024
US,namus_unidentified_cases_resolved,"Cumulative resolved since inception: 7,404.",National Institute of Justice / NamUs,cs065,A,cases resolved in fiscal year,776,W2,2024
US,namus_unidentified_cases_active,"NamUs holds ~15,031 unidentified cases vs NCIC's 8,546 — NamUs is the LARGER unidentified-decedent database, because medical examiners use it and NCIC entry is voluntary.",National Institute of Justice / NamUs,cs065,A,active cases at 9/30,15031,W2,2024
US,namus_unclaimed_cases_active,"Entered FY24: 4,422; resolved FY24: 758; cumulative resolved 5,613. 'Unclaimed' = identified but no one claims the body.",National Institute of Justice / NamUs,cs065,A,active cases at 9/30,18098,W2,2024
US,namus_missing_cases_unresolved,January 2025 bi-annual report; from 55 states and territories.,NamUs,cs066,A,unresolved cases,25478,W2,2025
US,namus_unidentified_cases_unresolved,From 54 states and territories.,NamUs,cs066,A,unresolved cases,15139,W2,2025
US,namus_unclaimed_cases_unresolved,From 43 states and territories only.,NamUs,cs066,A,unresolved cases,18757,W2,2025
US,federal_nos320_assault_libel_slander_filings,"CRITICAL CAVEAT: NOS 320 is 'Assault, Libel, and Slander' — defamation is NOT separable from assault in this code. This is the closest thing to a national defamation filing series and it is not a defamation series.",Administrative Office of the U.S. Courts,cs067,A,"civil cases commenced, 12 months ending Sept 30",668,W2,2004
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs067,A,civil cases commenced,647,W2,2005
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs067,A,civil cases commenced,587,W2,2006
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs067,A,civil cases commenced,533,W2,2007
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs067,A,civil cases commenced,557,W2,2008
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs068,A,civil cases commenced,590,W2,2011
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs068,A,civil cases commenced,579,W2,2012
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs068,A,civil cases commenced,636,W2,2013
US,federal_nos320_assault_libel_slander_filings,Series low.,Administrative Office of the U.S. Courts,cs068,A,civil cases commenced,495,W2,2014
US,federal_nos320_assault_libel_slander_filings,Cross-checked: identical value appears in both the FY2015 and FY2019 editions.,Administrative Office of the U.S. Courts,cs069,A,civil cases commenced,591,W2,2015
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs069,A,civil cases commenced,559,W2,2016
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs069,A,civil cases commenced,550,W2,2017
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs069,A,civil cases commenced,612,W2,2018
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs069,A,civil cases commenced,594,W2,2019
US,federal_nos320_assault_libel_slander_filings,,Administrative Office of the U.S. Courts,cs070,A,civil cases commenced,598,W2,2020
US,federal_nos320_assault_libel_slander_filings,Cross-checked against the FY2024 edition — identical.,Administrative Office of the U.S. Courts,cs071,A,civil cases commenced,577,W2,2021
US,federal_nos320_assault_libel_slander_filings,Cross-checked against FY2024 edition.,Administrative Office of the U.S. Courts,cs071,A,civil cases commenced,569,W2,2022
US,federal_nos320_assault_libel_slander_filings,Cross-checked against FY2024 edition.,Administrative Office of the U.S. Courts,cs071,A,civil cases commenced,650,W2,2023
US,federal_nos320_assault_libel_slander_filings,Cross-checked against FY2024 edition.,Administrative Office of the U.S. Courts,cs071,A,civil cases commenced,718,W2,2024
US,federal_nos320_assault_libel_slander_filings,Highest in the 21-year run fetched; +71% over the 2014 low. Still cannot be attributed to defamation alone.,Administrative Office of the U.S. Courts,cs071,A,civil cases commenced,848,W2,2025
US,states_with_antislapp_statutes,"'As of April 2022, 32 states and the District of Columbia have anti-SLAPP laws.' Advocacy/legal-press source, not a statistical agency.",Reporters Committee for Freedom of the Press,cs072,B,states (plus DC),32,W2,2022
US,states_with_antislapp_statutes,"'40 states and the District of Columbia have an anti-SLAPP law' as of the Sept 15, 2025 update; ~10 states have adopted UPEPA-modelled statutes. No official body maintains a year-by-year adoption series.",Institute for Free Speech,cs073,B,states (plus DC),40,W2,2025
US,criminal_libel_prosecutions_wisconsin,Peer-reviewed. ~3.6/year in ONE state. Critically: a prior national study found only 5 Wisconsin cases for 1990-2001 when 44 occurred — a 89% undercount. This is the strongest available evidence that national criminal-libel counts do not exist and prior estimates were badly wrong.,"David Pritchard, Communication Law and Policy 14(3), 2009",cs074,A,"prosecutions, cumulative 1991-2007, Wisconsin only",61,W2,2007
US,mlrc_libel_trials_media_defendants,"MLRC Trials Database, media defendants only. ~75% decline from 1980s average to 2010s average. Not a filing count and not comprehensive.",Media Law Resource Center,cs075,B,"trials, cumulative 1980s-2017",629,W2,2017
US,federal_media_libel_cases_nos320,"Approximate; the subset of NOS 320 filings with identifiable media defendants, hand-coded.",Media Law Resource Center / Federal Judicial Center,cs075,B,"cases, cumulative 1970-2020",1871,W2,2020
US,ncvs_household_burglary_rate,Post-2017 definition,BJS,cs106,A,"victimizations per 1,000 households",11.7,W3,2019
US,ncvs_household_burglary_rate,,BJS,cs_ncvs_cv24,A,"victimizations per 1,000 households",9.5,W3,2020
US,ncvs_household_burglary_rate,,BJS,cs_ncvs_cv24,A,"victimizations per 1,000 households",8.8,W3,2021
US,ncvs_household_burglary_rate,,BJS,cs_ncvs_cv24,A,"victimizations per 1,000 households",10.1,W3,2022
US,ncvs_household_burglary_rate,,BJS,cs_ncvs_cv24,A,"victimizations per 1,000 households",9.0,W3,2023
US,ncvs_household_burglary_rate,Lowest of 2020-24; ~75% below 1999 (definition changed 2017),BJS,cs_ncvs_cv24,A,"victimizations per 1,000 households",8.2,W3,2024
US,burglary_pct_reported_to_police,,BJS,cs105,A,% reported,58.8,W3,2010
US,burglary_pct_reported_to_police,,BJS,cs_ncvs_cv24,A,% reported,40.7,W3,2024
US,total_arrests_us,,FBI CIUS via DrugPolicyFacts,cs107,B,estimated arrests,10441000,W3,1980
US,total_arrests_us,PEAK,FBI CIUS 1997 T29,cs108,A,estimated arrests,15284300,W3,1997
US,total_arrests_us,,FBI,cs109,A,estimated arrests,14005615,W3,2008
US,total_arrests_us,,FBI CIUS 2019,cs110,A,estimated arrests,10085207,W3,2019
US,total_arrests_us,51% below 1997 peak,FBI CDE,cs004,A,estimated arrests,7522824,W3,2024
US,drug_arrests_us,,DOJ archive/FBI UCR,cs111,A,drug arrests,580900,W3,1980
US,drug_arrests_us,,FBI CIUS 1997,cs108,A,drug arrests,1583600,W3,1997
US,drug_arrests_us,PEAK drug arrests,FBI CIUS via DrugPolicyFacts,cs107,B,drug arrests,1889810,W3,2006
US,drug_arrests_us,Still the largest single category,FBI CDE,cs004,A,drug arrests,822488,W3,2024
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2013,A,ICE ERO administrative arrests (federal fiscal year),322093,W3,2011
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2013,A,ICE ERO administrative arrests (federal fiscal year),290622,W3,2012
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2013,A,ICE ERO administrative arrests (federal fiscal year),229698,W3,2013
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2016,A,ICE ERO administrative arrests (federal fiscal year),181719,W3,2014
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2016,A,ICE ERO administrative arrests (federal fiscal year),117983,W3,2015
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2017,A,ICE ERO administrative arrests (federal fiscal year),110104,W3,2016
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2017,A,ICE ERO administrative arrests (federal fiscal year),143470,W3,2017
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2020,A,ICE ERO administrative arrests (federal fiscal year),158581,W3,2018
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2020,A,ICE ERO administrative arrests (federal fiscal year),143099,W3,2019
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_ohss_2020,A,ICE ERO administrative arrests (federal fiscal year),103603,W3,2020
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_fy21,A,ICE ERO administrative arrests (federal fiscal year),74082,W3,2021
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_fy22,A,ICE ERO administrative arrests (federal fiscal year),142750,W3,2022
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_fy23,A,ICE ERO administrative arrests (federal fiscal year),170590,W3,2023
US,ice_admin_arrests,Civil immigration arrests; see arrests chart caveats.,DHS OHSS / ICE,ice_fy24,A,ICE ERO administrative arrests (federal fiscal year),113431,W3,2024
US,ice_detention_adp,Sum of ICE's two published components (CBP-arrested + ICE-arrested).,ICE,det_ice_fy24,A,average daily population in ICE detention (federal fiscal year),50165,W4,2019
US,ice_detention_adp,Sum of ICE's two published components (CBP-arrested + ICE-arrested).,ICE,det_ice_fy24,A,average daily population in ICE detention (federal fiscal year),33724,W4,2020
US,ice_detention_adp,Sum of ICE's two published components (CBP-arrested + ICE-arrested).,ICE,det_ice_fy24,A,average daily population in ICE detention (federal fiscal year),19461,W4,2021
US,ice_detention_adp,Sum of ICE's two published components (CBP-arrested + ICE-arrested).,ICE,det_ice_fy24,A,average daily population in ICE detention (federal fiscal year),22630,W4,2022
US,ice_detention_adp,Sum of ICE's two published components (CBP-arrested + ICE-arrested).,ICE,det_ice_fy24,A,average daily population in ICE detention (federal fiscal year),28289,W4,2023
US,ice_detention_adp,Sum of ICE's two published components (CBP-arrested + ICE-arrested).,ICE,det_ice_fy24,A,average daily population in ICE detention (federal fiscal year),37721,W4,2024
US,ice_funded_detention_beds,"Funded level, not usable capacity.",US Senate Appropriations / ICE,det_sen_fy20,A,detention beds funded in appropriations,45274,W4,2019
